Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
                                  ,16102880,B00AQQDG1I,3.91,"Maysie Ardin is soaking up the summer before her junior year of college, shopping, hanging by the pool and shopping some more. But when her black belt in spending lands her in trouble with her parents, she is forced to take a second job at a local bar to dig herself out of a deep financial pit.",A. Meredith Walters,24429
English,110385,An Offer From a Gentleman,4.08,"Sophie Beckett never dreamed she'd be able to sneak into Lady Bridgerton's famed masquerade ball. Though the daughter of an earl, Sophie has been relegated to the role of servant by her disdainful stepmother. But now, waltzing in the strong arms of the debonair and devastatingly handsome Benedict Bridgerton, she f",Julia Quinn,29135
English,312050,Icefire,3.9,", David must uncover the truth behind the mysterious clay dragons. David's quest is to discover the link between the fire of the last known dragon on Earth and the icy regions of the Arctic. It's a journey that will change his life forever, a journey that will bring him to the ver",Chris d'Lacey,20564
English,10757771,Shut Out,3.76,"Most high school sports teams have rivalries with other schools. At Hamilton High, it's a civil war: the football team versus the soccer team. And for her part, Lissa is sick of it. Her quarterback boyfriend, Randy, is always ditching her to go pick a fight with the soccer team or to prank their locker room. And on three separate occasions Randy's car has been egged while he and Lissa were inside, making out. She is done competing with a bunch of sweaty boys for her own boyfriend's attention.",Kody Keplinger,24699
English,49251,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,4.19,Stephen Edward Ambrose was an American historian and biographer of U.S. Presidents Dwight Eisenhower and Richard M. Nixon. He received his Ph.D. in 1960 from the University of Wisconsin-Madison.,Stephen E. Ambrose,17033
English,59813,Valley of Silence,4.2,"Having traveled through the Dance of the Gods to the land of Geall, the circle finds themselves convincing then training the people of Geall to defeat Lilith’s vampire army. The Valley of Silence is a forbidding place for the battle of all battles, but the circle continues to prepare through magic and a few early stakeouts that test their strength individually and as a team.",Nora Roberts,23556
English,107774,Honor's Splendour,4.22,"bestselling author Julie Garwood is a fan favorite—a beautiful lady needs rescue from a knight in shining armor, and gets an alpha warrior instead.",Julie Garwood,23609
English,16842,A Single Man,4.1,"When A Single Man was originally published, it shocked many by its frank, sympathetic, and moving portrayal of a gay man in midlife. George, the protagonist, is adjusting to life on his own after the sudden death of his partner, and determines to persist in the routines of his daily life: the course of A Single Man spans twenty-four hours in an ordinary day. An Englishman and a professor living in suburban Southern California, he is an outsider in every way, and his internal reflections and interactions with others reveal a man who loves being alive despite everyday injustices and loneliness. Wry, suddenly manic, constantly funny, surprisingly sad, this novel catches the texture of life itself.",Christopher Isherwood,17728
"
                  ",30831912,Norse Mythology,4.11,", Gaiman fashions primeval s",Neil Gaiman,43075
English,437885,Frosty the Snowman (Little Golden Book),4.34, for boys and girls 2–5!,Diane Muldrow,17773
English,61958,Moreta: Dragonlady Of Pern,3.97,"Her parents were George Herbert McCaffrey, BA, MA PhD (Harvard), Colonel USA Army (retired), and Anne Dorothy McElroy McCaffrey, estate agent. She had two brothers: Hugh McCaffrey (deceased 1988), Major US Army, and Kevin Richard McCaffrey, still living.",Anne McCaffrey,23181
English,19674,The Teeth of the Tiger,3.62,"Mohammed sits in a café in Vienna, to propose joining his network of agents and sympathizers in Europe and Middle East with a Colombian's drug network in America for terrorism, profits and destruction. Off book U.S. top secret agency The Campus for President John Patrick Ryan has the best of the best.",Tom Clancy,17583
English,13529055,Mortality,4.12,", Christopher Hitchens was stricken in his New York hotel room with excruciating pain in his chest and thorax. As he would later write in the first of a series of award-winning columns for ""Vanity Fair,"" he suddenly found himself being deported ""from the country of the well across the stark frontier",Christopher Hitchens,16807
English,736131,The Valley of Fear,3.98,"Arthur Conan Doyle was born the third of ten siblings on 22 May 1859 in Edinburgh, Scotland. His father, Charles Altamont Doyle, was born in England of Irish descent, and his mother, born Mary Foley, was Irish. They were married in 1855.",Arthur Conan Doyle,21717
English,102957,Preacher: War in the Sun,4.34,"Ennis began his comic-writing career in 1989 with the series Troubled Souls. Appearing in the short-lived but critically-acclaimed British anthology Crisis and illustrated by McCrea, it told the story of a young, apolitical Protestant man caught up by fate in the violence of the Irish 'Troubles'. It spawned a sequel, For a Few Troubles More, a broad Belfast-based comedy featuring two supporting ch",Garth Ennis,16907
English,40158,The Queen of Attolia,4.23,"When Eugenides, the Thief of Eddis, stole Hamiathes's Gift, the Queen of Attolia lost more than a mythical relic. She lost face. Everyone knew that Eugenides had outwitted and escaped her. To restore her reputation and reassert her power, the Queen of Attolia will go to any length and accept any help that is offered...she will risk her country to execute the perfect revenge.",Megan Whalen Turner,25656
English,3094593,The Pagan Stone,4.14, and ,Nora Roberts,24270
English,44644,Principle Centered Leadership,4.07,"Stephen Richards Covey was the author of the best-selling book, ""The Seven Habits of Highly Effective People"". Other books he wrote include ""First Things First"", ""Principle-Centered Leadership"", and ""The Seven Habits of Highly Effective Families"". In 2004, Covey released ""The 8th Habit"". In 2008, Covey released ""The Leader In Me—How Schools and Parents Around the World Are Inspiring Greatness, One",Stephen R. Covey,13453
English,11431896,The Bitter Kingdom,4.23,"Her enemies have stolen the man she loves, and they await her at the gate of darkness. Her country is on the brink of civil war, with her own soldiers ordered to kill her on sight.",Rae Carson,27026
English,15802944," Carry On, Warrior: Thoughts on Life Unarmed ",4.18,"In Carry On, Warrior, Glennon Doyle Melton shares new stories and the best-loved material from Momastery.com She recounts her mistakes and triumphs with candor and humor, and gives language to our universal (yet often secret) experiences. She believes that by shedding our armor, we can stop hiding, competing, striving for the mirage of perfection, and making motherhood, marriage, and friendship harder by pretending they’re not hard. In this one woman trying to love herself and others, readers find a wise and witty friend who will inspire them to forgive their own imperfections, make the most of their gifts, and commit to small acts of love that will change the world.",Glennon Doyle Melton,16701
